id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted
754,Meyer,Lea,,interested,,,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,Radiologie,ganz DE/Norddeutschland Ltd. OA oder CA in 2-3 Jahren,"Tel. Sehr angenehmes Gespräch. Hat bei der Bundeswehr gearbeitet - Vertrag endet 30.06.25. Will dann 6 Monate Urlaub machen und dann am 01.01.26 anfangen, weil dann war er insgesamt 20 Jahre bei der Bundeswehr. War in HH, Koblenz und zuletzt Berlin. Ist in Norddeutschland geboren und gerne HH. Ist erfahren in der Diagnistik mit SP MSK. Hat auch in Interventionen Erfahrung, da aber nur in Embolisationen (zB bei Blutungen). Will weiter in KH Sektor bleiben. Kein Mamma. Kein CH. Geld ist nicht so wichtig. Will Interventionelle Neuroradiologie lernen.  Hat aktuell ein Angebot von einem Maximalversorger als Ltd. OA Diagnostik + Neurointerventionen lernen. Da war er auch schon 1 Monat Hospitation. Bezahlung nach Tarif. Hat dort auch kommuniziert, dass er dann nach 2-3 Jahre CA in einem kleineren KH im ländlichen Raum werden will. Vereinbart, dass ich mich in 1 Jahr wieder melde. Solange Düren bei Ochtrop angefragt.",lea.meyer@web.de,+49 1364383497,,2025-04-07 23:59:00,2rdn972q0c0x8elrf4nm1om8y1ha9u,Tel.
763,Schmidt,Mila,PD Dr.,interested,,,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Chefarzt, Gesellschafter",Facharzt,Radiologie,will CA / Standortleitung- Diagn. Rad. ganz DE,"Tel. am 24.03.2025
enver_tahir@yahoo.de
01522 2816492

Fliegen vor Sommerferien.
6 Monate Kündigungsfrist 
gerne Wien

Sehr freundliches Gespräch. War viele Jahre OA und am Ende Ltd. OA in Uniklinik Hamburg Eppendorf. Musste sehr viel Arbeiten aber hat dafür alle Qualifikationen und Habilitation mitgenommen: 
„Ich bin Facharzt seit 2018 (Studium im Berlin bis 2012), drei Jahre lang OA an der Uniklinik Hamburg-Eppendorf und jetzt seit einem Jahr ambulant in der radiologischen Praxis tätig. Mein Schwerpunkt ist die Schnittbildgebung (CT/MRT). Zertifiziert bin ich für MR-Prostatographie (Q2), MR/CT-Herz (beides Q3) und Lungenkrebs-Screening (Q2).“
Hätte für den Prof. noch 4 Jahre so weiterarbeiten müssen. Wollte das nicht und ist deswegen in eine Praxis gegangen als Angestellter. 
Will entweder als Partner in eine Praxis oder als CA aber nur für Diagnostische Radiologie. 
Gerne in ganz DE, wenn das Angebot stimmt. War im Studium auch im Osten: Berlin, Brandenburg, Leipzig, Dresden. Umzug ist OK. 
Gerne Erstkontakt immer per Email.",mila.schmidt@web.de,+49 1805663090,,2025-03-24 23:59:00,2f8gne49d70hu3kz1mua2jvpve17mo,Tel.
768,Schneider,Julia,Dr.,contacted,,,,,,,,,,DE,,ganz Deutschland,,Facharzt,"Oberarzt, Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,"ganz DE, TZ 32h","hat eine neue Stelle 05/2025

ist in ganz DE offen.
will TZ 32h und 150k
180k bei Vollzeit
muss nicht Leitung. 
ab 01.08.25
Herz/Prostata kann gerne muss aber nicht sein
Prio ist TZ und Geld",julia.schneider@gmail.com,+49 1896013217,,2025-05-26 23:59:00,0al1hqk0cf0zl2c3xcse2ng0syzmi8,Tel.
769,Hoffmann,Maria,,interested,,,,,,,,,,DE,True,ganz Deutschland,,Assistenzarzt,Assistenzarzt,Assistenzarzt,Radiologie,AA mit Berufserlaubnis,,maria.hoffmann@outlook.com,+49 1739062392,,2025-05-29 23:59:00,1yio1bc7tq08fe7csbes231omnn84q,LinkedIn
771,Meyer,Maria,,interested,,,,,,,,,,DE,,ganz Deutschland,,"MTRA / MFA / sonstige, Freelancer",,MTRA,Radiologie,Freelancer,"keine Rückmeldung erhalten

3 Monate 
Leitung MTRA 
mit Management  
MRT wenig nur Minijob
CT und Röntgen, und Kardio und Nuklearmedizin Diagnostik und Therapie 
lebt in Bonn Umzug OK",maria.meyer@gmail.com,+49 1162146446,,2025-08-14 23:59:00,0d1us589om2n58hl4oe908vgjmx2n6,Email
774,Klein,Elena,,interested,,,,,,,,,,DE,True,"ganz Deutschland, Schweiz",,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,offen,"Strahleninstitut angeboten

Ehemann ist OA für Gynäkologie
Wenn dann als Familie umziehen. will CV senden. hat Q2 Lunge und Q1 MSK.
1M vor Q-Ende K-Frist",elena.klein@yahoo.de,+49 1767957171,,2025-07-03 23:59:00,22bb56ffnf2eoaj8uqfw20vuvqel9j,Email
792,Müller,Emma,Dr.,interested,,,,,,,,,,DE,,"ganz Deutschland, Österreich, Schweiz",,Standortleiter,"Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,ist ÄL Wien will Beteiligung,"kann alles außer Herz
will Beteiligung, aber nicht nur ein paar Prozent
Bader abgelehnt",emma.müller@outlook.com,+49 1757923694,,2025-09-03 23:59:00,2ix7bcjxxf0nzt9ntusg1m6odznszf,Tel.
798,Wolf,Nina,,interested,,bei Segali vorgestellt,,,,,,,,DE,True,"ganz Deutschland, Schweiz",,Facharzt,"Facharzt, Oberarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,offen für alles,"Bei Segali vorgestellt und RoMed vorgeestellt.
Segali kennt ihm von einem anderen Dienstleister. Bei Mergen hatte er sich selbst beworben. 

bader hat ihn abgelehnt weil wenig erfahrung. 

Kein prostata und kein Herz
MSK sehr gut 
Will sich langristig niederlassen
Leben in Braunschweig
Asap am September
Erst selbst und danach die Familie
Kennt siemens MRT und Phillips 
Alles kann 
Kontakt per Email vorab",nina.wolf@outlook.com,+49 1335742868,,2025-08-25 23:59:00,0i3bg22x7v0qf03fypvk26q6hy4fkn,Email
800,Hartmann,Johanna,,interested,,vorgestellt bei Segali,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Facharzt, Oberarzt",Facharzt,Radiologie,junger FA Rad,"Tel. spricht russich. In der Schweit kann er seinen FA nicht anerkennen, weil er Rus Pass hat. Deswegen zurück nach Deutschland
Kann MSK, Prostata und Mamma. Gerne Süddeutschland oder Ostdeutschland. Kein NRW und auch kein Norddeutschland. Gesagt dass er mit ab 135 und mit seinen SP mit 140k rechnen kann. 

Fachlich bringt der Kollege Erfahrung in der Schnittbilddiagnostik (MSK), sowie in den Bereichen Prostata und Mammographie mit. Über eine vielseitige Tätigkeit, bei der er seine Erfahrung vertiefen kann und auch Neues kennenlernen könnte, würde er sich freuen. In unserem Gespräch hat er einen sehr offenen und motivierten Eindruck hinterlassen, wobei wir uns fließend auf Deutsch unterhalten konnten.

Über eine kurze Rückmeldung würde ich mich sehr freuen. 

Vielen Dank im Voraus und weiterhin einen guten Start in die neue Woche!",johanna.hartmann@outlook.com,+49 1211454005,,2025-08-11 23:59:00,21eg9hhk4u1ew7euo3r91hs0nw62g9,Tel.
801,Meyer,Sarah,Dr.,interested,,,,,,,,,,DE,True,"ganz Deutschland, Schweiz",,Facharzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Radiologie,will Leitung ab 190k DE /CH,"Hat schon gekündigt
verdiente knapp unter 190k p.a.
Hat Angebot 197k 
200k süddeutschland
Ostdeutschland  240k im klinischen mit ambulant
deutschlandweit umzug ok, aber immobilie in Dortmund.


Geburtsdatum: 
1. Oktober 1971

Staatsangehörigkeit: deutsch

Adresse:
Bodieckstraße102, 44289 Dortmund
Telefonnr.: 
0151 288 213 40

E-mail: dr.ismailince@yahoo.com

Familienstand: verheiratet, 1 Kind; meine Frau Karola ist Ingenieurin. 

1. August bis 31. Oktober 2009 Assistenzarzt an der Wiener Universitätsklinik für Psychiatrie und Psychotherapie

23. Nov. 2009 bis 15. Feb. 2010 Assistenzarzt an der Universitätsklinik für Herz, Thorax- und Gefäßchirurgische
Anästhesie und Intensivmedizin in Wien

ca.18 Monate Assistenzarzt in der Innere Medizin in Deutschland

02 / 2012 – 06 /2018 Assistenzarzt in der Radiologie

01.04.2022 bis 30.03.2023 Leitender Oberarzt im Klinikum Stadt Soest

Seit April 2024 angestellt in einerMVZinDortmund",sarah.meyer@gmail.com,+49 1313216279,,2025-08-19 23:59:00,07dlhvwi521bg8rlb8zt1phkk3r7m2,Tel.
804,Hoffmann,Paula,Dr.,interested,,,,,,,,,,DE,True,"ganz Deutschland, Schweiz",,Facharzt,"Oberarzt, Gesellschafter",Facharzt,Radiologie,Karlsruhe und Umgebung,"Umkreis von 50 bis max. 70km vom 76275 Ettlingen. Am Montag habe ich meine FA Prüfung und werde mich danach in meiner Gegend in ein paar Praxen bewerben. Es gibt tatsächlich ein paar freie Stellen, wo auch die Inhaber in 2-3 Jahren in Rente gehen, mit guten Aufstiegsmöglichkeiten als Inhaber.

von Bader abgelehnt
Frau ist auch Radiologin
Umzug nach Wien ist in Ordnung
November dann FA Prüfung
Rotiniert knie schulter osg MRT
Nicht so rotiniert aber weit über 100 Ellenbogen, posttraumatische schwieriger
Hand nur 20 Std. nicht so viel 

Prostata MRT 100 haben Anbindung an Uro MVZ
Schicken Biopsie ergebnisse und haben gute Treffquote

Cardio CT 1 pro Woche 
Cardio MRT 4 pro Woche - 100 Stück.

Mamma MRT macht der Chef weil nur privatpatienten

Weiterbildungsfähig und willig 

Hat 2 Jahre Orthopädie gemacht - Sportmedizin und Endoprothetik Arcus Kliniken

Er kann sich noch frei forman und er ist biegsam 
Großes interesse am dem Spektrum

Macht man Strukturierte Befundung oder frei diktiert?
Bei freihand geht es schneller

Stress-MR auch mit einem Kardiologen zusammen. Jedes 4-5 Herz ist ein Stress Herz und erfahrung bei der Befundung. Alle 2-3 Wochen ein Befund.

1 Monat Kündigungsfrist 

Frau
Herz MRT 

Beide haben Ihre Weiterbildung in DE gemacht 

Ist pragmatisch und bodenständig
Wäre sehr schön und möchte sich beteiligen",paula.hoffmann@web.de,+49 1367841997,,2025-10-31 23:59:00,1gjhxingdx05gi8c0frg0uu7ia9rgo,Email
808,Klein,Isabella,Dr.,in Interview,,vorgestellt bei Mergen,,,,,,,,DE,,"ganz Deutschland, Österreich, Schweiz",,Chefarzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,für alles offen,"kann auch zum 01.01.2026 oder nV.
aktuell noch Inhaber https://radiologie-dresden-gorbitz.de/ will aber Anteile verkaufen. RoMed angeboten. 
Ist seit 15 Jahren in der Niederlassung
Ist auch Neuroradiologe 
Macht auch viel MSK und Neuro auch Prostata
Weniger Mamma-MR (hat sich rausgehalten) obwohl er Mamma grundsätzlich macht
Auch keine Herz-Diagnostik 
In Wolkenstein in Südtirol in Fortbildung für MSK
Schmerztherapie einer der SP
dazu Klinik in Prien erwähnt. Will es sich mit seiner Frau überlegen
Frau ist Musikerin, Wien wäre perfekt aber schon vertrag unterschrieben. 
60-80 Stunden",isabella.klein@outlook.com,+49 1773850035,,2025-11-05 23:59:00,1pk21h4p8o1dmk61zq310ihg5i0vqy,Tel.
811,Richter,Lena,Dr.,interested,,,,,,,,,,DE,True,"ganz Deutschland, Österreich",,Assistenzarzt,Assistenzarzt,Assistenzarzt,Radiologie,AA Radiologie,"01/2026 2 Wbj fertig. 
Kann Sono und Rö und hat Strahlenschutzkurs 
kein CT und kein MRT
ganz DE verfügbar.",lena.richter@web.de,+49 1968020578,,2025-10-06 23:59:00,291hf85oid2pcoqqdnbd1pj80rv4u8,Tel.
92,Bauer,Mila,,interested,,vorgestellt bei Mergen,,,,,,,,DE,,ganz Deutschland,,Assistenzarzt,Assistenzarzt,Assistenzarzt,Strahlentherapie,AÄ Strahlentherapie,"Mergen abgelehnt

AÄ Strahlentherapie aus der Türkei. Bei Mergen vorgestellt.",mila.bauer@outlook.com,+49 1707318337,,2025-10-06 23:59:00,25nf5973ye08c5umo0hp2cf4hsluxw,Email
93,Becker,Elena,Dr.,in Interview,,vorgestellt bei Mergen,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Strahlentherapie,FA Strahlentherapie,"Lin RoMed angeboten
es kommt ein neuer CA und das wird für Unruhe sorgen. Frau hat den Job verloren (Wirtschaftsingenieurin) und wenn nicht jetzt wann dann. 
Will gerne weiterentwicklung. Hat jetzt 217k. Departmentleitung interessant. Hat erfahrung Steriotaxie und 5 Jahre CyberKnife, betreuung des Onko Zentrums und junge Kolleginnen und Kollegen. Gerne Süddeutschland weil auch Familie da Urlaub macht.",elena.becker@yahoo.de,+49 1046601741,,2025-12-08 23:59:00,2a1hl7ve522lua2ux9ob0wltua8tap,Tel.
102,Krüger,Klara,Dr.,interested,,,,,,,,,,bayern,False,Bayern,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter","Facharzt, Doppelfacharzt","Radiologie, Nuklearmedizin",will PET/CT,"03.04. Tele-Nuk: Wie wird das PET abgerechnet? Privat, GKV,ASV. Wie viele Stunden hat man sicher? Dann würde er auch reduzieren. könnte 5-8h pro Woche. 
gesagt dass 70€ pro Befund bei 30 Min. pro Befund. 


07.03.2024 - TP:
Tel und bei Mergen vorgestellt. 
will PET/CT haben
Hat man eine Therapiestation?
Umzug nach Rosenheim ok
in München studiert
langfristige Tätigkeit
wissenschaftliches Arbeiten vllt Habil. muss aber nicht
Studenten betreuen auch jetzt schon
Frau arbeitet in München
Start nach Vereinbarung ca. ab Herbst
Schilddrüsen eher weniger
€ gerne 190.000€ p.a. Wunsch",klara.krüger@gmail.com,+49 1291322864,,2025-04-03 23:59:00,05478eypfy1mlm2tpl8q2es5xeu6x3,Tel.
488,Zimmermann,Johanna,,interested,,,,,,,,,,hamburg,,Hamburg,,,,Facharzt,Radiologie,Remote oder Hamburg,"Ich danke Ihnen herzlich für Ihre Nachricht. Leider bin ich momentan trotz meiner Remote -Anstellung aufgrund einer Nebentätigkeit in einem startup an Hamburg und die näherste Umgebung gebunden . Falls Sie aber ähnliche Angebote in genannter Gegend im Portfolio hätten , wäre ich auch zukünftig interessiert .",johanna.zimmermann@outlook.com,+49 1131606048,,2024-09-19 23:59:00,1jhwoo6gp30y6ojfyk012h1ioucs34,LinkedIn
544,Krüger,Johanna,Dr.,interested,,,,,,,,,,bayern,False,Bayern,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,Radiologie,München und Umgebung,"23.09.2024 - TP:
kommt selbst aus Bonn, wohnen in Süd München.
Will wechseln weil Uniklinik Ellenbogenmentalität
Frau ist auch AA Gyn.
SP MSK kann aber auch Onkologische. TU ist onko Lastig
will vllt auch Doppel FA mit Strahlen
wichtig Kollegen und Atmosphäre
gesagt dass das Gehalt 160-220k ist bei 48h Woche
haben 4 Kinder, will langfristig",johanna.krüger@web.de,+49 1879232248,,2025-05-01 23:59:00,16qe8x949818u3o2qfok0plapnibzo,Email
685,Zimmermann,Lisa,Dr.,interested,,,,,,,,,,hamburg,False,Hamburg,,Facharzt,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,will in HH,"Tel. 12.03.2025: Lübeck kommt leider nicht infrage, weil aktuell 2 Kinder und Ehefrau arbeitet auch Vollzeit. Deswegen pendeln zu weit. Gerne in Kontakt bleiben und ansprechen wenn ich etwas in HH habe. 

bis August in Elternzeit. Tel. am 26.02.2025

Lebensmittelpunkt mit Familie in HH, hat aktuell nur 15 Min mit Fahrrad zur arbeit. 
Kennt auch Dr. Dyzmann.
Painpoint ist Gehalt. Kommuniziert dass er ca. 220k verdienen würde. Das wäre für ihn ein Argument. 
Dagegen spricht das Pendeln und dass er eigentlich alles an Interventioneller Neuroradiologie aktuell macht und in Lübeck weniger machen würde. 
Muss es sich nochmal mit der Familie überlegen. 

alt: ist noch ein junger FA seit 03/2020  - will noch nicht wechseln",lisa.zimmermann@web.de,+49 1103621124,,2025-02-26 23:59:00,25jm95c5is26rwf155cc1mfm81ue1n,Tel.
761,Weber,Lisa,Dr.,interested,,,,,,,,,,hamburg,False,Hamburg,,"Facharzt, Ltd. OA","Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,HH und Umgebung,"12.03.2025: Tel. Wollen mit Frau doch in Oldenburg bleiben und Beteiligung machen. Sind so verblieben, dass wir vielleicht ihn als AG unterstützen. 

Tel. Ist mit seiner Frau seit 5 Monaten in Oldenburg. Hat da die Option auf Teilhabe Ende des Jahres. Macht mit einem Kollegen aktuell 24/7 Thrombektomien. Welcher Pain Point konnte ich nicht rausfinden. 
Kommen aus HH. Ich denke, sie wollen zurück nach HH. Kann dort auch auf seine alte Position als Ltd. OA zurück. Hat zuletzt auch ca. 230-240 verdient. Hat Thrombektomien, Carotisstents und aber auch PVK, Aortenprothesen gemacht.",lisa.weber@web.de,+49 1706562734,,2025-03-12 23:59:00,2i3jn5rkc41x1ba26pns2qo4rclf3t,Tel.
122,Wagner,Emma,Dr.,interested,,,,,,,,,,dresden,False,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",Dresden,"04.04. zu Tele-Nuk: Hat Interesse aber ihm ist die Zeit mit seiner Familie wichtig, deswegen würde es machen aber wahrscheinlich zu einem teureren Preis. 
Man hat sowas auch mal in Bern machen wollen. 
Für einen Befund braucht man zwischen 10 Min und 3 Std. 

Wichtig für die Geschwindigkeit ist, wie schnell die Internetverbindung ist und wie man an die Bilder kommt. Werden die Bilder auf dem Server des Arbeitgebers aufbereitet und dann nur aufschalten oder muss man sie runterladen. Dann braucht man eine gute Verbindung und einen guten Rechner, damit es schnell geht, weil bis zu 5 GB Größe. 
Man könnte auch fragen, ob die Ärzte an ihren Arbeitsplätzen in der Klinik für uns befunden könnten und dann mit den Kliniken einen Vertrag abschließen. 
Bildschirme müssen keine Rontgenanforderung haben. Es müssen CT-Monitore sein, die niedrigere Anforderungen haben als bei Rontgenanforderung. 
Man könnte die Daten verschlüsselt auf einem Server liegen haben oder ggf Dropbox. Auch ein online PACS wie bei Praxen ist möglich, dass man ein QR Code oder Link bekommt. 
Rosenheim nutzt Gemed-PACS, gibt es dort ein online Portal? Man könnte eine Serverbasierte Lösung in Rosenheim aufbauen und dann expandieren. Es gibt PETs die auch überlastet sind. So könnte man einen Pool aufbauen. Er würde auch gerne 250€ pro Std. haben.  

22.11.2022 - TP: Tel. aktuell leider muss wegen Familie in Dresden bleiben. Gerne in Kontakt bleiben und vielleicht später irgendwo im Umland umsehen. 


hat die passende Position für sich! 3000€ Bonus! nur Dresden",emma.wagner@gmail.com,+49 1014947008,,2025-04-04 23:59:00,20m6iltzwa2qtay5m9o1013yl02xaw,Tel.
123,Klein,Isabella,Dr.,contacted,,,,,,,,,,nordrhein-westfalen,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",Nord NRW - SP Nuklearmedizin,"06.03.2023 - TP:
Guten Tag Frau Boss,

ich danke Ihnen für ihre Nachricht.
Uninteressant ist die Position nicht, aber für mein persönliches Profil und Situation zumindest derzeit nicht „das Richtige“.
Unter anderem liegt mein diagnostischere Schwerpunkt eher auf der Nuklearmedizin.

Für weitere Anfragen Ihrerseits bei regionalen Angeboten z.B. nördliches NRW etc. freue ich mich aber durchaus .",isabella.klein@web.de,+49 1348435975,,48113-11-21 00:00:01,0cygwd5muw0uu4tqltde2gtkx3fvde,
126,Richter,Klara,Dr.,interested,,,,,,,,,,berlin,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",nur Berlin und Umgebung (dort WHG gekauft),30.05.2023: nur Berlin und Umgebung (dort WHG gekauft),klara.richter@outlook.com,+49 1131741088,,48113-11-21 00:00:01,1xso5gffmx1nsnob8ow90gmil7sct3,
128,Hartmann,Paula,Dr.,contacted,,,,,,,,,,münchen,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",bei Conradia München,,paula.hartmann@yahoo.de,+49 1728272179,,48113-11-21 00:00:01,0xuj6qinvg1ld6fm23u10edm5f8wd9,
129,Schneider,Sophie,,contacted,,,,,,,,,,berlin,,,,,,Doppelfacharzt,"Radiologie, Nuklearmedizin",gründet seine eigene Praxis in Berlin,gründet seine eigene Praxis in Berlin,sophie.schneider@outlook.com,+49 1087597991,,48113-11-21 00:00:01,2ez6dcrvby0kc2lthovo00xscgs0mm,
136,Wagner,Isabella,Dr.,interested,,vorgestellt bei Mergen,,,,,,,,nordrhein-westfalen,,NRW,,Standortleiter,Gesellschafter,Doppelfacharzt,"Radiologie, Nuklearmedizin",nur Gesellschafter,"Tele-Nuk Projekt vorgestellt

Kontakt über Mina Shahnaziyan. Er und Dr. Kohnen haben als GF gekündigt. Auch Mina hat gekündigt. Hat großes Interesse an Tele Nuk ca. 15h prp Woche
War in Essen Uni dort NUk und viel PET/CT gemacht. Dann in Praxis und FA für Rad gemacht. 
Will nur als Gesellschafter irgendwo arbeiten. Ist seit 2 Jahren GF bei RH TD für 8 Standorte. Hat Nuk ohne PET aufgebaut. Kennt sich mit KV Sehr gut aus. Kennt sich in Hybridbilder CT MRT aus. Kann FTG und PSMA, Tele Nuk als Nebenjob.",isabella.wagner@gmail.com,+49 1827337741,,2025-10-06 23:59:00,1obcmgafxi0eoz87nga102sa3ob2zh,Email
153,Hoffmann,Laura,,interested,,,,,,,,,,CH,False,Schweiz,,Oberarzt,"Oberarzt, Ltd. OA, Chefarzt, Standortleiter",Facharzt,Nuklearmedizin,interesse an Tele-Nuk,"Hat großes Interesse. Hat einen 50% Anstellungsvertrag an der RWTH Aachen im HomeOffice. Hat einen eigenen Monitor und der PC ist von der Uni Aachen. 
Macht aktuell Di und Do je 12 PET/CT Befunde. Je nach Schwierigkeit ca. 30min bis 2h wenn mit Rückfragen. Das gesamte Spektrum an PET/CT. Könnte zB Montag 8h. Lebt mit Ehemann in Schweiz.",laura.hoffmann@gmail.com,+49 1275542476,,2025-03-31 23:59:00,1diegvfvyb0bqbc6tjle1yqsvgglsy,Tel.
162,Müller,Julia,Dr.,interested,,,,,,,,,,"bochum, nordrhein-westfalen",False,NRW,,Standortleiter,"Oberarzt, Ltd. OA, Standortleiter, Gesellschafter",Facharzt,"Radiologie, Kinderradiologie",FA Rad und Kinderradiologie - Bochum und Umgebung,"Nur Bochum und Umgebung. Hat 3 Kinder. War bei Uhlenbrock. Ist Standortleiter von einem kleinen Standort Mrt,ct, rö. Hat die Zusatzbezeichnung Kinderradiologie. Q1 MSK, kann Prostata und Herz CT. Kein Herz MR kein Mamma. 
Datteln, Evidia, Uhlenbrock, Rh DT interessant wenn Verträge iteressant sind. Gerne Leitung oder Teilleitung. Gerne per Lin schreiben.",julia.müller@gmail.com,+49 1540758439,,2025-12-09 23:59:00,2f6hfo9u1e2l7queg3ld0bw9gbhi2o,Tel.
168,Koch,Maria,Dr.,interested,,,,,,,,,,berlin,,,,,,Facharzt,"Radiologie, Neuroradiologie",Berlin und Umgebung,,maria.koch@gmail.com,+49 1200344830,,48113-11-21 00:00:01,0dwkux4scp1rzvsfralz0mddaxk4in,
179,Koch,Maria,,contacted,,,,,,,,,,osten,,,,,,Facharzt,"Radiologie, Neuroradiologie",nur Klinik und Interventionell- umzugsbereit außer Osten,"01.12.2023 - TP: nur Klinik und Interventionell- umzugsbereit außer Osten


aktuell 11/2020 kein Interesse",maria.koch@outlook.com,+49 1681207063,,48113-11-21 00:00:01,22fdodxy4j0yhz5eb3jn0bjxsj73p7,
181,Klein,Lena,Dr.,contacted,,,,,,,,,,DE,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,"Radiologie, Neuroradiologie","Für ganz DE Leitung offen mit Home Office am liebsten - min 4 Tage Woche, MSK, Kinder, Neuro.","26.01.2023 - TP:
FA Radiologie Kinder und Neuroradiologie

10 Jahre leitender OA

aktuell Bundeswehr

Managementkurse besucht

war in Fulda

tumorkontrolle tumornachkontrolle universitärer qualitätsansproch und längerer messzeit - da muss man qualität sätzen

es kommt auf das konzept an - vorsprge oder nachsorge

wie ist die Firmenphilosofie

sehr ehrlich , es kommt drauf an was man will

Öffungszeiten, weil wenn dann pendeln?? Montag spät und Freitag früh

wann ist der Kollege immer da? fix oder variabel? Freitag frei? vielleicht? Home Office? Hat auch Glasfaser - wie lässt sich das koordinieren?

Dr. med. Stefan Bernhard Müller ist das der Vater von aktuellen Dr. Müller - Change Management

Leitungen wie sie aktuell noch stehen auch weiter so definiert bleiben?

Urlaub- und Fortbildungen? wg, Kinderradologie und Neuroradiologie

gerne was noch möglich Gehaltlich für so ein Profil

schickt Lebenslauf



gerne auch sonst in Deutschland mit work life balance - freier tag und home offen

vielleich nur teleradiologie

vielleicht schickes Büro mit Wohnung und Wohnanteil??",lena.klein@gmail.com,+49 1042114683,,48113-11-21 00:00:01,1vjiawd6gn2ng6i37tx82ifelgd05t,
