id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted,export_timestamp,export_date
249,Wagner,Anna,,interested,,,,,,,,,,"AT, CH, DE",True,"ganz Deutschland, Österreich, Schweiz",,Oberarzt,Ltd. OA,Facharzt,"Radiologie, Neuroradiologie",will nach CH oder D / Ltd. OA oder CA,"Tel. will erst seine Prüfung im Januar SP Neuroradiologie machen und dann weitersehen. Bitte erstmal noch nicht vorstellen bei Hellstern, bei Dr. Knecht mehr Interesse, Vereinbart dass er überlegt. 

hatte seine Approbation automatisch erhalten. will Promotion machen. Wenn Ltd. OA dann gerne bis zur Rente.
80-100%
Kann auch an eine Uni als OA und dann promotion machen. 
Macht noch keine KI in der Diagnostik
Programmiert seit 1998 als Hobby html
hat https://www.neuroradx.de/ mit 7000 Fragen selbst programmiert.
Ist Diszipliniert
Hat 2007 1 Jahr lang Gesundheitsmanagement gemacht und Interesse an wirtschaftlichen Prozessen
macht seit 2 Jahren Ausbildung von Kollegen
ist auch FA Innere und deswegen gute Zusammenarbeit mit Innere zB bei Indikationen für CT
weil verständnis aus beiden fachbereichen
hat schon MEBEKO
kann ab 01.04.2026 - 3M zum QEnde
Gerne Leitung will DR machen
Kann Thrombektomien und Stents
AVM, Durafisteln und Aneurysmen mitgemacht aber nicht selbst. Kann gerne lernen. Interessant für Hellstern und Knecht",anna.wagner@yahoo.de,+49 1459414900,,2025-11-05 23:59:00,2929yirpv615zutiar3h1mz5pv0515,Tel.,2026-01-17 17:25:35,2026-01-17
250,Wagner,Emma,Dr.,in Interview,,vorgestellt bei Segali,,,,,,,,"köln, nordrhein-westfalen",,NRW,,Oberarzt,"Oberarzt, Ltd. OA, Standortleiter",Facharzt,"Radiologie, Neuroradiologie",Köln und Umgebung,"bei Segali für Engelskirchen vorgestellt

ist eigentlich Interventioneller Neuroradiologe. Familie wohnt in Köln und will dorthin zurück. Arbeitet am Chiemsee. Will keine Dienste mehr und in die Diagnostik Praxis MVZ ohne  Dienste. Kann kein MSK und nur Neuro. Vllt sucht jemand mit Neurokenntnissen. Bereit bis 1h zu pendeln. Hat noch nicht gekündigt.",emma.wagner@outlook.com,+49 1056471594,,2025-11-27 23:59:00,19zpt70o1k09di51q8wl1wvfzzyotv,Email,2026-01-17 17:25:35,2026-01-17
251,Schwarz,Julia,,interested,,,,,,,,,,"AT, CH, DE",,"ganz Deutschland, Österreich, Schweiz",,Ltd. OA,Chefarzt,Facharzt,"Radiologie, Neuroradiologie",will CA Neuroradiologie,"Arbeitet im Krupp, hat Modul E/F",julia.schwarz@web.de,+49 1720222876,,2025-11-11 23:59:00,1xdrxcvvq80xi142eubw03yksjlhha,LinkedIn,2026-01-17 17:25:35,2026-01-17
253,Schulz,Emma,Dr.,interested,,,,,,,,,,DE,True,ganz Deutschland,,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,"Radiologie, Neuroradiologie",will Ltd. OA mit interv. Neuroradiologie,"Tel. macht Anfang des Jahres SP Neuroradiologie. Will dann Ltd. OA oder CA mit Interventioneller Neuroradiologie
Hat Modul E 
Für F braucht man noch 2 Jahre",emma.schulz@yahoo.de,+49 1619722944,,2025-11-25 23:59:00,19k0vb25ev0xbenlmryl10l6z3fzlc,Tel.,2026-01-17 17:25:35,2026-01-17
259,Koch,Elena,Dr.,interested,,,,,,,,,,"CH, DE",True,"ganz Deutschland, Schweiz",,Oberarzt,"Ltd. OA, Chefarzt",Facharzt,Neuroradiologie,nur interv. Neuroradiologie,"Tel. Ist OA im Krupp bei Chapeao, hat mehr als 400 Thromektomien selbst gemacht. Will nur Interventionell in Zukunft arbeiten und das ganze Spektrum inkl. AVM, Fistel etc. machen.",elena.koch@web.de,+49 1178356880,,2025-06-22 23:59:00,2ajgfyro0s0vk70q8myf2a84mxj8c2,Tel.,2026-01-17 17:25:35,2026-01-17
260,Richter,Mila,Dr.,interested,,,,,,,,,,"AT, CH, DE",True,"ganz Deutschland, Österreich, Schweiz",,Ltd. OA,Chefarzt,Facharzt,Neuroradiologie,will CA Neuroradiologie,"hat Modul E und F 
machen ca. 200 Thrombeltomien
30 AVM 70 Aneurysmen 20 Durafisteln, ähnlihc St- Gallen. Kennt Hellstern
Hat jetzt 250k deswegen St. Gallen nicht interessant
Umzug OK ist flexibel, 
gerne CA in DE oder entsprechende Position in CH mit 300 CHF
Leitet die Neuroradiologie in Karlsruhe seit 4 Jahren.",mila.richter@outlook.com,+49 1244672812,,2025-10-20 23:59:00,1jf21ap3st21dnscc5wf0bdf6s2uh6,Tel.,2026-01-17 17:25:35,2026-01-17
261,Koch,Lena,PD Dr.,interested,,,,,,,,,,"AT, CH, DE",True,"ganz Deutschland, Österreich, Schweiz",,Ltd. OA,"Ltd. OA, Chefarzt",Facharzt,Neuroradiologie,FA Neuroradiologie mit E und F,"Hellstern leider abgesagt

will mehr Action. Ist seit einem Jahr in Esslingen aber es ist nicht spannend. 
Hat Modul E und F
Kann alles, mit etwas einarbeitung. 
war mehr als 20 Jahre an der Uni.  jahre als Ltd. OA in Uni Gießen
1 Jahr OA in Salzburg
hat SP Neuroradiologie und hat nur das gemacht. 
will je mehr desto besser arbeiten. 

Wichtig sind Motivation und Klima. FA seit 2014. 
Hat die Österreichische Zulassung und alle Papiere für CH aber noch keine MEBEKO.",lena.koch@outlook.com,+49 1452801055,,2026-01-05 23:59:00,1gyndu1ndr1h75vo6y2x2hsl1nyi6x,Email,2026-01-17 17:25:35,2026-01-17
263,Hartmann,Elena,,interested,,,,,,,,,,münchen,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,westlich von München,"25.04.2024 - TP:
Tel. ist jetzt nicht aktiv auf der Suche aber gerne ansprechen wenn ich etwas in der Nähe habe

24.02.2024 - TP:
Tel. Ziehen mit Ehefrau nach Bad Wörnishofen. Frau ist Neurologie und Psychiatrie
hat PET-CT Kenntnisse aber keine Fachkunde. Kein Mamma, kein Angio. 
CT-Interventionen ja
SP MSK
eher Klinik aber kommt drauf an
150 jetzt, 165-175 will ohne Dienste",elena.hartmann@gmail.com,+49 1808250262,,2026-01-17 14:33:19.392543,2ok7vn3l2t049qm7a8qj2db5ogqe2i,Email,2026-01-17 17:25:35,2026-01-17
895,Hoffmann,Lea,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Innere Medizin,,,lea.hoffmann@gmail.com,+49 1287256495,,2026-01-17 14:33:19.306215,2lmk36cm4g06vb23oyxo2h5xd1l1mj,,2026-01-17 17:25:35,2026-01-17
28,Krüger,Maria,Dr,interested,,,,,,,,,,"AT, CH, DE",True,"ganz Deutschland, Österreich, Schweiz",,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Orthopädie & UCH,will CA,"Prien wurde abgelehnt weit keine spez ortho chirurgie. Macht diese aber schon 2026

macht Dienste in der UCH + Endoprothetik
Kann eine minimal-invasive Methode  AMIS von Fa Medacta. Macht das seit 4 Jahren. Pat kommen von Weit. 
War als AA bei der Gründung des Endo-Zentrums in Wesel dabei. Hat damals 10-12 Dienste gemacht und das Team war am Ende 1-5OA-8AA. Er selbst und ein weitere AA sind dann auch OA geworden. 
Haben in Wesel 3 Hüften und 1 Knie pro Tag gemacht. 
Ist jung und kommunikativ
Ist dann nach Bochum. Bekannt für Revisionen. Dort sehr viel Revisionsendoprothetik (10-12 Stunden OPs + BG).
Für Spez. orthopädische Chirurgie noch 14  MOnate weil man nicht parallel machen darf. 
Man kann aber auch schon arbeiten wenn man im Team jemadnen damit hat .
Hat im Dez 3 Wochen freu wg Überstunden
3M Frist aber nach Abspreche auch früher.
aktuell 160-180, will entsprechend mehr. 
Flache hierarchien. Kommunikation. Aufbau.
Keine Familie, Umzug OK",maria.krüger@yahoo.de,+49 1929847016,,2025-12-23 23:59:00,21gn1ys5b41jth43zoi50qv70lynp1,Email,2026-01-17 17:25:35,2026-01-17
280,Bauer,Elena,,contacted,,,,,,,,,,"biberach, münchen, ulm",,,,,,Facharzt,Radiologie,"AA fehlt nur Mamma, München, Ulm Biberach Raum","AA fehlt nur Mamma, München, Ulm Biberach Raum",elena.bauer@yahoo.de,+49 1423950975,,2026-01-17 14:33:19.395583,1ccneibfoj23w3m5h01l0qs8skizkj,,2026-01-17 17:25:35,2026-01-17
288,Hoffmann,Laura,,interested,,,,,,,,,,baden-württemberg,,,,Facharzt,"Facharzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Leben in BW,"21.02.2023 - TP:
Ich habe kein Interesse an einem Stellenwechsel im Raum NRW, da unsere Familie demnächst wahrscheinlich nach Baden-Württemberg umzieht.",laura.hoffmann@yahoo.de,+49 1749981744,,2026-01-17 14:33:19.396563,1quzmdvj781qmkjjnu010nl9ac5olk,,2026-01-17 17:25:35,2026-01-17
293,Schulz,Lea,Dr.,interested,,,,,,,,,,"köln, nordrhein-westfalen, ohne",,NRW,,Facharzt,Facharzt,Facharzt,Radiologie,sucht ohne Dienste TZ Raum Köln,hat 6M Kfrist,lea.schulz@web.de,+49 1858336867,,2025-07-10 23:59:00,1iua4lkmri1pbtm3ly3v2fzb80qyvs,Email,2026-01-17 17:25:35,2026-01-17
296,Klein,Clara,,interested,,,,,,,,,,essen,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,nur um Essen und Ruhrgebiet,"14.03.2023 - TP:
Sehr geehrte Frau Boss,

besten Dank für Ihre eMail.

Es handelt sich hierbei sicherlich um eine attraktive Stelle.

Ich wohne in Essen und bin aktuell (1-2 Jahre) an Essen und seine direkte Umgebung gebunden. Obwohl Düsseldorf nicht so weit entfernt ist, kommt die Stelle aktuell aus organisatorischen Gründen für mich nicht in Frage.

Sie können mir aber gerne weiterhin Stellen aus dem Ruhrgebiet auf meine private eMail  senden.

Mit freundlichen Grüßen


21.02.2023 - TP:
Leiter Martinus angeboten - Email

nur um Essen

13.08.2021: Tel. Grönemeyer Bochum vorgestellt. Kennt das, kennt auch viele Kollegen und auch das Krupp gut. Will noch etwas mehr Action! Haben in Essen ein Haus gekauft! Vereinbart, dass wir in Verbindung bleiben. 
Er wohnt in Essen und hätte gerne was in der Umgebung, Düsseldorf sei ein weinig weit, aber sagte, dass wir ihm einfach Stellen zu schicken sollen und er schaut da drüber.

Das wichtigste sei für ihn der Wohnort.

Er kann alles, auch interventionell.",clara.klein@outlook.com,+49 1382053134,,2026-01-17 14:33:19.397563,2j20mnqm2t2bwb0hfh8l0of92w4p8r,,2026-01-17 17:25:35,2026-01-17
323,Schulz,Julia,,Hot / is searching,,,,,,,,,,"hamburg, schleswig, schleswig-holstein",,,,,,Facharzt,Radiologie,"Schleswig-Holstein oder HH, fängt am 04/2023 neuen Job an","12/2025: Hat Alex bei LinkedIn kontaktiert. Interesse Leiter amb Wismar

22.02.2023 - TP:
Sehr geehrter Herr Putilin,

momentan kommt ein Umzug nicht für mich infrage, ich bin aber weiter an teleradiologischen Angeboten (ohne Nachtdienste) interessiert. Ich wechsele zum 01.04. diesen Jahres in eine Praxis nach Schleswig, da ich mich dort Gehaltstechnisch verbessere und insgesamt eine bessere Perspektive habe.

Viele Grüße,
Nils Budach

21.04.2021 - TP:
Leider kommt das Angebot nicht für mich infrage, da ich nach Stellen in Schleswig-Holstein suche.   Falls Sie Stellenangebote für Schleswig-Holstein (bzw. bei sehr gut vergüteten Angeboten ( 200.000€ p.a. auch Hamburg) oder alternativ zeitlich flexible teleradiologische Angebote haben, können Sie mich sehr gerne benachrichtigen.

teleradiologischen Angeboten aus dem Inn- und Ausland - oder Auswertung klinischer Studien (RECIST 1.1)",julia.schulz@outlook.com,+49 1406246171,,2025-12-21 23:59:00,2msrrk4d6u1bfhh7mxz70hgwayyruh,LinkedIn,2026-01-17 17:25:35,2026-01-17
336,Hartmann,Anna,Dr.,contacted,,,,,,,,,,CH,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Leitung oder CA aber mit viel  Geld - kommt aus CH und Frau Dermatologin,"04.01.2023 - TP:
Hisichtlich einer Weiterentwicklung am neuen Standort: Will sich im Sport Bereich aktivieren Arthrosgrafie und rheumatologische sachen, tumorbildgebung und weichteiltumore, knochen, MSK Radiologie in Stuttgart aufbauen

Wunschgehalt: 200k Leitung Praxis fix und später mehr bei Leitung MVZ
Vorgestellt für Leiter Stuttgart aber von Segali abgelehnt. 

Verfügbarkeit zeitlich: 6 Monate, kann vorher ab 3 Monate reduzieren auf 20%
Verfügbarkeit räumlich:

Karl olga krankenhaus hatte kontakt anfang corona Zeit

wie viele untersuchungen gibt es ?

will nach Deutschland zurück aus persönlichen Gründen, und auch damals deswegen beworben in Stuttgart

hat eine sehr hohe Konkurrenz in Bern, Zuweiserpflege ist sehr harte Arbeit und hat da viel Erfahrung

Einen Tag pro Woche zu Zuweisern gehen und Marketing machen

ist seit 2015 schon im Inselspital

Frau ist Dermatologin, kann Sie da ein Zimmer in der Nähe haben?",anna.hartmann@web.de,+49 1721400305,,2026-01-17 14:33:19.402631,1hv2ltwccf1r53lawdey0a2xk46dk8,,2026-01-17 17:25:35,2026-01-17
924,Bauer,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Anästhesie,,,julia.bauer@outlook.com,+49 1105914225,,2026-01-17 14:33:19.308691,2gprn07y0w25jwm7dids1f1cu51l3r,,2026-01-17 17:25:35,2026-01-17
362,Neumann,Nina,Dr.,interested,,,,,,,,,,"berlin, potsdam",,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Berlin und Potsdam,"23.02.2023 - TP:

anbei zunächst mein nicht personalisiertes CV. Auf Anfrage sende ich gern ein Exemplar mit den persönliche Daten. 
Da ich gerade im Januar den AG gewechselt haben, bitte ich um äußerste Diskretion. Offiziell bin ich auch nicht „open to work“ und sicher kein „job hopper“. Grund für  den vergangenen Wechsel war, dass ich in der Start up Szene einfach die Routineradiologie vermisst habe. Außerdem sollte ich erwähnen, dass ich mich mit Titeln wie ltd. Oberärztin oder gar Chefärztin nicht besonders wohl fühle. Falls Sie fragen, wie lange ich beabsichtige noch zu arbeiten, antworte ich proaktiv: solange wie möglich.

Weitere Kommunikation bitte gern per Mail. 

ja, nur Berlin und Potsdam",nina.neumann@yahoo.de,+49 1353156227,,2026-01-17 14:33:19.406654,2oclaqbrtp06cz5cayma24lzgvfojk,,2026-01-17 17:25:35,2026-01-17
367,Schmidt,Elena,Dr.,interested,,anrufen,,,,,,,,"CH, DE",True,"ganz Deutschland, Schweiz",,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter, Gesellschafter",Facharzt,Radiologie,Zürich oder Basel etwas spannendes,"Gerne Universitäre Großstadt weil Partnerin in der Forschung arbeitet (Neuro  an Tieren)
Wohnt Köln linksrheinisch
Will Schnittbild bleiben oder auch gerne kleinere Interventionen
Macht SP MSK, Herz und Prostata
40% Herz und Gefäß 40% CT onko
MRT 50% MSK und resdt kopf neuro und onkolo
Wien angeboten
6 monate zum Q-Ende
für Freundin Zürich ideal wegen Forschung",elena.schmidt@gmail.com,+49 1812109870,,2025-08-20 23:59:00,0j6iokhwo607ds4jotcr1n2jl1vhde,Tel.,2026-01-17 17:25:35,2026-01-17
838,Hartmann,Julia,,contacted,,,,,,,,,,,,,,Oberarzt,"Ltd. OA, Standortleiter, Gesellschafter",Facharzt,Pädiatrie / Kindermedizin,,,julia.hartmann@outlook.com,+49 1972524278,,2025-05-29 23:59:00,2dxhz9etx01q9jvsytfq247m20fiph,LinkedIn,2026-01-17 17:25:35,2026-01-17
840,Koch,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,Pädiatrie / Kindermedizin,aktuell 05/2025 nein,Ich bedanke mich für die Nachricht aber aktuell bin ich nicht an einer neuen Stelle interessiert,lena.koch@web.de,+49 1423799437,,2025-05-29 23:59:00,1nn1wqnbpy00a1ms8pb51gep0tcb60,LinkedIn,2026-01-17 17:25:35,2026-01-17
842,Hartmann,Alina,,contacted,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Mammographie",auch Mammographie,"05.09.2024 - TP:
Med360  Aktiv   31.07. Nachfrage gesendet
radprax Aktiv    vorgestellt bei Jung
RD TH Absage    wurde von anderen vorgestellt",alina.hartmann@yahoo.de,+49 1021833553,,2026-01-17 14:33:19.298508,09dg7k7k3u29k6v2wzl02m9km7flho,,2026-01-17 17:25:35,2026-01-17
843,Klein,Lea,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,"Radiologie, Mammographie",AA Radiologie - kein Interesse 12/2022,"08.01.2024 - TP: Ich werde voraussichtlich ab Sommer eine OA-Stelle antreten und vorerst nicht in eine Praxis wechseln. Zumal mir die Pendelei nach Gummersbach auch zu viel wäre.


07.12.2022 - TP: Kurz telefoniert. Hat direkt gesagt, dass Sie kein Interesse hat. 

Teleradiologie auch gerne
Mammografie gerne in Zukunft spezialisieren
ende märz 2023 fertig
mai juni FA prüfung
frage nach weiterhinibg
vollzeit
schnittbild
aktuell noch nicht in mammografie reinrotiert
dsa auch aber mag nicht
kündigungsfrsit 6 wochen zum qende

gehalt?

2-3 dienste im monat
jetzt 9-9,5 brotto im monat

6000 ohne Dienste
7,5-8 ist ok
9000 mit diensten

AA Radiologie",lea.klein@outlook.com,+49 1698956705,,2026-01-17 14:33:19.298508,2rlrugqd8u28hzdzy8wj0u36645ezh,,2026-01-17 17:25:35,2026-01-17
938,Neumann,Paula,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Anästhesie,,Chefarzt,paula.neumann@yahoo.de,+49 1809590066,,2026-01-17 14:33:19.311778,04o6s51agb2hykrtir232bpkkb8w4o,,2026-01-17 17:25:35,2026-01-17
374,Becker,Emma,Dr.,interested,,,,,,,,,,"darmstadt, heidelberg, heilbronn, karlsruhe, stuttgart",,,,,,Facharzt,Radiologie,"Heidelberg - Karlsruhe, Heilbronn, Darmstadt - kein Stuttgart oder Frankfurt","22.02.2023 - TP:

06.11.2020 - Stuttgart angeboten
13.11.2020 - Telefoniert. Hat auch schon in einer Privatpraxis gearbeitet. Kommuniziert dass wahrscheinlich ab 120k ohne Dienste p.a. Mag auch MRT sehr. Will CV senden. 
17.11.2020: Nachfragenachricht gesendet Lin
19.11.2020: Nochmal Gehalt von med360 gesendet
19.11.2020: Will jetzt doch CV senden. 
24.11.2020: Stuttgart abgelehnt - zu weit 
26.11.2020: im Raum Heidelberg - Karlsruhe, Heilbronn, Darmstadt - kein Stuttgart oder Frankfurt

An neuen beruflichen Herausforderungen bin ich prinzipiell immer interessiert. Gerne dürfen Sie mich über regionale Angebote auch außerhalb der ärztlich-klinischen Tätigkeit informieren.
Mammographie ist nicht meine erste Wahl. Falls Sie andere passende Angebote haben, dürfen Sie jederzeit auf mich zukommen.

im Raum Heidelberg - Karlsruhe, Heilbronn, Darmstadt - kein Stuttgart oder Frankfurt",emma.becker@outlook.com,+49 1600894021,,2026-01-17 14:33:19.408191,1tul5tbg531kzitd89wg1p33nviww5,,2026-01-17 17:25:35,2026-01-17
382,Wagner,Lea,Dr.,interested,,,,,,,,,,hamburg,,,,,,Facharzt,Radiologie,Hamburg,"22.02.2023 - TP:
Leitung Conradia Berlin angeboten

arbeitet zusammen mit Frau Dr. Röthke - Nur im Umkreis HH

Sehr geehrter Herr Putilin, ich erinnere mich gut und danke Ihnen herzlich. Das Angebot ist insgesamt mir nahezu auf den Leib geschneidert, wäre es nicht im Ruhrgebiet. Mit zwei kleinen Kindern und alten Eltern und Schwiegereltern bin ich in Hamburg gebunden. Wenn sie so ein Angebot in Hamburg finden, sagen Sie doch bitte sofort Bescheid. Ihnen einen schönen Abend. Mit freundlichem Gruß und herzlichen Dank, Roland Fries",lea.wagner@web.de,+49 1930658888,,2026-01-17 14:33:19.409252,1lx4gxn63u09osnepv0k06dhvvlsla,,2026-01-17 17:25:35,2026-01-17
383,Richter,Mara,Dr.,interested,,vor Ort Besuch,,,,,,,,DE,,ganz Deutschland,,Teilhaber / Gesellschafter / Inhaber,Gesellschafter,Facharzt,Radiologie,nur Teilhaberschaft,"Dr. Bader in Wien hat sich für Leppig entschieden. 

18.07.2025: Tel. Hat bei Uhlenbrock eine Teilhaberschaft angebten bekommen. Wie in WIen sich vorstellen. 
Ist verheiratet aber Wien sehr gerne. 
Deckt alles ab 
MSK ist Brot und Butter
Kann Herz und Prostata MRT
MR Angio auch
Teams Termin und dann nach Wien kommen

12.09.2024 - TP:
MSK, Prostata und Kardio interessieren mich. 
Das nehmen sie richtig an, dass ab April keine Dienste mehr infrage kommen

11.09.2024 - TP:
Aktuell bin ich in den Endzügen meiner Facharztausbildung an der Uniklinik Essen. Ab April nächsten Jahres bin ich auf der Suche nach einem Kassensitz/Teilhaberschaft einen Radiologischen Praxis und würde mich freuen, wenn Sie sich bei Interesse und entsprechenden Vakanzen bei mir melden würden.",mara.richter@yahoo.de,+49 1303937360,,2025-09-11 23:59:00,1fgz399ein13ngtjnblq2mb6hegz2t,Tel.,2026-01-17 17:25:35,2026-01-17
386,Becker,Mara,,interested,,,,,,,,,,"hattingen, velbert",,,,,,Facharzt,Radiologie,Umkreis Velbert / Hattingen,"22.02.2023 - TP:
Hat Grönemeyer abgelehnt weil er nicht an das Konzept mit dem Standort glaubt. 

Tel. Möchte keine großen Ketten. Möchte ohne Dienste und nur im Umkreis Hattingen/Velbert. Gerne auch kleines Krankenhaus. Kein Umzug möglich. Hat selbst aktuell 3 Alternativen. Vereinbart, dass ich mich in 1 Monat melde. Kein Mammo - nur Schrittbild. SP Neuroradiologie

im Moment kommt ein Ortswechsel für mich und meine Familie nicht in Frage, daher ist das Stellenangebot für mich nicht interessant.",mara.becker@yahoo.de,+49 1865951498,,2026-01-17 14:33:19.410227,1513tpeuk918rye3pmsr0xlabvk76c,,2026-01-17 17:25:35,2026-01-17
391,Becker,Elena,Dr.,interested,,,,,,,,,,"CH, DE, nordrhein-westfalen",,"ganz Deutschland, Schweiz, NRW",,Facharzt,"Standortleiter, Gesellschafter",Facharzt,Radiologie,"offen - MSK, Prostata und Herz","TZ 80% 
Kann MSK, Prostata und Herz. 
Geis abgelehnt wegen Kinder und TZ
Eine langfristige Beteiligung an einer Praxis würde ihr sehr gefallen und auch ihr Ehemann (FA für Anästhesie) kann ich gut vorstellen in Wien eine neue berufliche Herausforderung anzutreten. Sie haben 2 schulpflichtige Kinder, sodass ein Umzug mit einer langfristigen Verlagerung des gemeinsamen Lebensmittelpunkts verbunden wäre. 

Frau Dr. Geis bringt fundierte ambulante Erfahrung mit, wobei Sie das gesamte diagnostische MRT-Spektrum inkl. Prostata und Herz abdeckt. Sie arbeitet zurzeit mit einem Pensum von 80% ,wobei man diesen Punkt in einem weiterführenden Vieraugengespräch gerne abstimmen kann. Zu beachten bleibt, dass ein Umzug zum 01.01.2026 schwierig wäre.",elena.becker@outlook.com,+49 1196042826,,2025-08-13 23:59:00,2lajz3t1bb1a8ltyfbvh1b6quh5hr9,Tel.,2026-01-17 17:25:35,2026-01-17
397,Wolf,Lea,Dr.,interested,,,,,,,,,,CH,,Schweiz,,Assistenzarzt,"Facharzt, Oberarzt",Assistenzarzt,Radiologie,Lin: offen für AA Radiologie in CH,"13.03.2025: 
KSA - Absage
USZ - Bei Joldic nachgefragt
Uniklinik Balgrist - Absage

Herr Dr. Gollnast ist offen für Angebote in der Radiologie und der Pharmaindustrie, sodass ich mich über deine Unterstützung seitens der Pharma freuen würde. 
Er hat aktuell eine Kündigungsfrist von 6 Monaten (ggf. auch nach Absprache etwas früher) und möchte mit seiner Familie langfristig in die Schweiz umziehen. 
Regional kommt Zürich und Umgebung (Radius ca. Baden, Winterthur, Zug) infrage, wobei sich der Radius bei einem Home Office Anteil auch vergrößern kann.  


18.10.2024 - TP:
Tel. Frau ist Kieferorthopädin. Wollen nach CH

15.10.2024 - TP: ist offen für AA",lea.wolf@web.de,+49 1662809031,,2025-03-13 23:59:00,03l94ep50d1agxw9brk62au03uodlz,Email,2026-01-17 17:25:35,2026-01-17
414,Richter,Julia,Dr.,contacted,,,,,,,,,,"baden-württemberg, stelle",,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,will ruhige Stelle in BW,,julia.richter@outlook.com,+49 1366333271,,2026-01-17 14:33:19.413717,1kam5ym0s320e557hd071uuwvortbz,,2026-01-17 17:25:35,2026-01-17
